date,english,german,french,italian,spanish,total,covid_period,estimated_english_calls,estimated_german_calls,estimated_french_calls,estimated_italian_calls,estimated_spanish_calls,english_weighted_calls,german_weighted_calls,french_weighted_calls,italian_weighted_calls,spanish_weighted_calls,total_weighted_calls,english_estimated_daily_volumes,german_estimated_daily_volumes,french_estimated_daily_volumes,italian_estimated_daily_volumes,spanish_estimated_daily_volumes,total_estimated_daily_volume,english_weighted_languages,german_weighted_languages,french_weighted_languages,italian_weighted_languages,spanish_weighted_languages
2018-10-12,336,184,161,112,88,881,0,19848.192,10869.248,9510.592,6616.063999999999,5198.335999999999,336.0,184.0,161.0,112.0,88.0,881.0,27955.2,15308.8,13395.2,9318.4,7321.6,73299.2,0.0002148660444504,0.0001176647386276,0.0001029566462991,7.16220148168043e-05,5.627444021320338e-05
2018-10-13,404,246,181,141,93,"1,065",0,23865.088,14531.712,10692.032,8329.152,5493.696,404.0,246.00000000000003,181.0,141.0,93.0,896.0,33612.8,20467.2,15059.2,11731.2,7737.6,88608.0,0.0002583508391606,0.0001573126396869,0.0001157462918021,9.016700079615542e-05,5.947185158895358e-05
2018-10-14,358,187,175,110,81,911,0,21147.776,11046.464,10337.6,6497.919999999999,4784.831999999999,358.0,187.0,175.0,110.0,81.0,911.0,29785.6,15558.4,14560.0,9152.0,6739.2,75795.2,0.0002289346545037,0.000119583185453,0.0001119093981512,7.034305026650423e-05,5.179806428715312e-05
2018-10-15,255,183,120,120,54,732,0,15063.36,10810.176,7088.639999999999,7088.639999999999,3189.888,255.0,183.0,120.0,120.0,54.0,732.0,21216.0,15225.6,9984.0,9984.0,4492.8,60902.4,0.0001630679801632,0.0001170252563524,7.673787301800462e-05,7.673787301800462e-05,3.453204285810208e-05
2018-10-16,184,145,92,100,59,580,0,10869.248,8565.439999999999,5434.624,5907.2,3485.248,184.0,145.0,92.0,100.0,59.0,580.0,15308.8,12064.0,7654.400000000001,8320.0,4908.8,48256.00000000001,0.0001176647386276,9.272492989675556e-05,5.883236931380354e-05,6.394822751500384e-05,3.772945423385227e-05
2018-10-17,333,184,120,97,79,813,0,19670.976,10869.248,7088.639999999999,5729.984,4666.688,333.0,184.0,120.0,97.0,79.0,813.0,27705.6,15308.8,9984.0,8070.400000000001,6572.8,67641.6,0.0002129475976249,0.0001176647386276,7.673787301800462e-05,6.202978068955373e-05,5.051909973685304e-05
2018-10-18,292,190,143,124,70,819,0,17249.023999999998,11223.679999999998,8447.296,7324.928,4135.04,292.0,190.0,143.0,124.0,70.0,819.0,24294.4,15808.0,11897.6,10316.8,5824.0,68140.8,0.0001867288243438,0.0001215016322785,9.14459653464555e-05,7.929580211860478e-05,4.476375926050269e-05
2018-10-19,350,228,166,123,86,953,0,20675.2,13468.416,9805.952,7265.856,5080.192,350.0,228.0,166.0,123.0,86.0,953.0,29120.0,18969.6,13811.2,10233.6,7155.2,79289.6,0.0002238187963025,0.0001458019587342,0.0001061540576749,7.865631984345473e-05,5.49954756629033e-05
2018-10-20,406,219,185,129,101,"1,040",0,23983.232,12936.767999999998,10928.32,7620.288,5966.272,406.0,219.0,185.0,129.0,101.0,887.0,33779.200000000004,18220.8,15392.0,10732.8,8403.2,86528.0,0.0002596298037109,0.0001400466182578,0.0001183042209027,8.249321349435496e-05,6.45877097901539e-05
2018-10-21,295,199,138,99,90,821,0,17426.239999999998,11755.328,8151.936,5848.128,5316.48,295.0,199.0,138.0,99.0,90.0,821.0,24544.0,16556.8,11481.6,8236.800000000001,7488.0,68307.20000000001,0.0001886472711692,0.0001272569727548,8.824855397070531e-05,6.330874523985382e-05,5.755340476350346e-05
2018-10-22,253,152,121,110,66,702,0,14945.216,8978.944,7147.712,6497.919999999999,3898.752,253.0,152.0,121.0,110.0,66.0,702.0,21049.6,12646.4,10067.2,9152.0,5491.2,58406.4,0.0001617890156129,9.720130582280583e-05,7.737735529315465e-05,7.034305026650423e-05,4.220583015990254e-05
2018-10-23,206,112,88,87,64,557,0,12168.832,6616.063999999999,5198.335999999999,5139.263999999999,3780.608,206.0,112.0,88.0,87.0,64.0,557.0,17139.2,9318.4,7321.6,7238.400000000001,5324.8,46342.4,0.0001317333486809,7.16220148168043e-05,5.627444021320338e-05,5.563495793805335e-05,4.0926865609602464e-05
2018-10-24,293,150,118,88,65,714,0,17308.095999999998,8860.8,6970.495999999999,5198.335999999999,3839.68,293.0,150.0,118.0,88.0,65.0,714.0,24377.6,12480.0,9817.6,7321.6,5408.0,59404.8,0.0001873683066189,9.592234127250576e-05,7.545890846770454e-05,5.627444021320338e-05,4.15663478847525e-05
2018-10-25,311,144,141,124,83,803,0,18371.392,8506.367999999999,8329.152,7324.928,4902.976,311.0,144.0,141.0,124.0,83.0,803.0,25875.2,11980.8,11731.2,10316.8,6905.6,66809.6,0.0001988789875716,9.208544762160556e-05,9.016700079615542e-05,7.929580211860478e-05,5.30770288374532e-05
2018-10-26,353,206,186,144,100,989,0,20852.416,12168.832,10987.392,8506.367999999999,5907.2,353.0,206.0,186.0,144.0,100.0,989.0,29369.6,17139.2,15475.2,11980.8,8320.0,82284.8,0.0002257372431279,0.0001317333486809,0.0001189437031779,9.208544762160556e-05,6.394822751500384e-05
2018-10-27,328,245,182,139,105,999,0,19375.616,14472.64,10751.104,8211.008,6202.56,328.0,245.0,182.0,139.0,105.0,999.0,27289.6,20384.0,15142.4,11564.8,8736.0,83116.8,0.0002097501862492,0.0001566731574117,0.0001163857740773,8.888803624585535e-05,6.714563889075404e-05
2018-10-28,284,164,136,125,90,799,0,16776.448,9687.808,8033.791999999999,7383.999999999999,5316.48,284.0,164.0,136.0,125.0,90.0,799.0,23628.8,13644.8,11315.2,10400.0,7488.0,66476.8,0.0001816129661426,0.0001048750931246,8.696958942040524e-05,7.99352843937548e-05,5.755340476350346e-05
2018-10-29,261,171,136,116,79,763,0,15417.792,10101.312,8033.791999999999,6852.352,4666.688,261.0,171.0,136.0,116.0,79.0,763.0,21715.2,14227.2,11315.2,9651.2,6572.8,63481.600000000006,0.0001669048738141,0.0001093514690506,8.696958942040524e-05,7.417994391740447e-05,5.051909973685304e-05
2018-10-30,343,150,122,108,73,796,0,20261.696,8860.8,7206.784,6379.776,4312.255999999999,343.0,150.0,122.0,108.0,73.0,796.0,28537.6,12480.0,10150.4,8985.6,6073.6,66227.20000000001,0.0002193424203764,9.592234127250576e-05,7.801683756830469e-05,6.906408571620416e-05,4.668220608595281e-05
2018-10-31,307,168,163,136,99,873,0,18135.104,9924.096,9628.736,8033.791999999999,5848.128,307.0,168.0,163.0,136.0,99.0,873.0,25542.4,13977.6,13561.6,11315.2,8236.800000000001,72633.6,0.000196321058471,0.0001074330222252,0.0001042356108494,8.696958942040524e-05,6.330874523985382e-05
2018-11-01,349,223,160,155,87,974,0,20616.128,13173.056,9451.52,9156.16,5139.263999999999,349.0,223.0,160.0,155.0,87.0,974.0,29036.8,18553.6,13312.0,12896.0,7238.400000000001,81036.79999999999,0.0002231793140273,0.0001426045473584,0.000102317164024,9.911975264825596e-05,5.563495793805335e-05
2018-11-02,393,198,166,140,89,986,0,23215.296,11696.256,9805.952,8270.08,5257.407999999999,393.0,198.0,166.0,140.0,89.0,986.0,32697.6,16473.600000000002,13811.2,11648.0,7404.8,82035.20000000001,0.0002513165341339,0.0001266174904797,0.0001061540576749,8.952751852100539e-05,5.691392248835342e-05
2018-11-03,375,230,228,154,117,"1,104",0,22152.0,13586.56,13468.416,9097.088,6911.423999999999,375.0,230.0,228.0,154.0,117.0,920.0,31200.0,19136.0,18969.6,12812.8,9734.4,91852.8,0.0002398058531812,0.0001470809232845,0.0001458019587342,9.848027037310594e-05,7.481942619255449e-05
2018-11-04,325,166,165,104,95,855,0,19198.4,9805.952,9746.88,6143.487999999999,5611.839999999999,325.0,166.0,165.0,104.0,95.0,855.0,27040.0,13811.2,13728.0,8652.800000000001,7904.0,71136.0,0.0002078317394237,0.0001061540576749,0.0001055145753997,6.6506156615604e-05,6.075081613925365e-05
2018-11-05,248,111,101,97,66,623,0,14649.856,6556.991999999999,5966.272,5729.984,3898.752,248.0,111.0,101.0,97.0,66.0,623.0,20633.6,9235.2,8403.2,8070.400000000001,5491.2,51833.6,0.0001585916042372,7.098253254165428e-05,6.45877097901539e-05,6.202978068955373e-05,4.220583015990254e-05
2018-11-06,181,105,81,66,51,484,0,10692.032,6202.56,4784.831999999999,3898.752,3012.672,181.0,105.0,81.0,66.0,51.0,484.0,15059.2,8736.0,6739.2,5491.2,4243.2,40268.8,0.0001157462918021,6.714563889075404e-05,5.179806428715312e-05,4.220583015990254e-05,3.261359603265196e-05
2018-11-07,253,149,129,88,86,705,0,14945.216,8801.728,7620.288,5198.335999999999,5080.192,253.0,149.0,129.0,88.0,86.0,705.0,21049.6,12396.8,10732.8,7321.6,7155.2,58656.0,0.0001617890156129,9.528285899735574e-05,8.249321349435496e-05,5.627444021320338e-05,5.49954756629033e-05
2018-11-08,222,165,140,126,76,729,0,13113.984,9746.88,8270.08,7443.071999999999,4489.472,222.0,165.0,140.0,126.0,76.0,729.0,18470.4,13728.0,11648.0,10483.2,6323.2,60652.8,0.0001419650650833,0.0001055145753997,8.952751852100539e-05,8.057476666890485e-05,4.860065291140293e-05
2018-11-09,296,183,129,133,103,844,0,17485.311999999998,10810.176,7620.288,7856.575999999999,6084.415999999999,296.0,183.0,129.0,133.0,103.0,844.0,24627.2,15225.6,10732.8,11065.6,8569.6,70220.8,0.0001892867534444,0.0001170252563524,8.249321349435496e-05,8.505114259495511e-05,6.586667434045397e-05
2018-11-10,335,240,193,144,118,"1,030",0,19789.12,14177.28,11400.896,8506.367999999999,6970.495999999999,335.0,240.0,193.0,144.0,118.0,793.0,27872.0,19968.0,16057.6,11980.8,9817.6,85696.0,0.0002142265621752,0.000153475746036,0.0001234200791039,9.208544762160556e-05,7.545890846770454e-05
2018-11-11,274,151,140,100,78,743,0,16185.728,8919.872,8270.08,5907.2,4607.616,274.0,151.0,140.0,100.0,78.0,743.0,22796.8,12563.2,11648.0,8320.0,6489.6,61817.6,0.0001752181433911,9.65618235476558e-05,8.952751852100539e-05,6.394822751500384e-05,4.9879617461703005e-05
2018-11-12,221,113,118,90,64,606,0,13054.911999999998,6675.136,6970.495999999999,5316.48,3780.608,221.0,113.0,118.0,90.0,64.0,606.0,18387.2,9401.6,9817.6,7488.0,5324.8,50419.2,0.0001413255828081,7.226149709195434e-05,7.545890846770454e-05,5.755340476350346e-05,4.0926865609602464e-05
2018-11-13,201,108,90,76,56,531,0,11873.472,6379.776,5316.48,4489.472,3308.032,201.0,108.0,90.0,76.0,56.0,531.0,16723.2,8985.6,7488.0,6323.2,4659.2,44179.2,0.0001285359373051,6.906408571620416e-05,5.755340476350346e-05,4.860065291140293e-05,3.581100740840215e-05
2018-11-14,253,159,142,93,67,714,0,14945.216,9392.448,8388.224,5493.696,3957.824,253.0,159.0,142.0,93.0,67.0,714.0,21049.6,13228.8,11814.4,7737.6,5574.400000000001,59404.8,0.0001617890156129,0.0001016776817488,9.080648307130546e-05,5.947185158895358e-05,4.284531243505258e-05
2018-11-15,288,157,119,100,66,730,0,17012.735999999997,9274.304,7029.567999999999,5907.2,3898.752,288.0,157.0,119.0,100.0,66.0,730.0,23961.6,13062.4,9900.8,8320.0,5491.2,60736.0,0.0001841708952432,0.0001003987171985,7.609839074285458e-05,6.394822751500384e-05,4.220583015990254e-05
2018-11-16,287,178,175,109,100,849,0,16953.663999999997,10514.816,10337.6,6438.848,5907.2,287.0,178.0,175.0,109.0,100.0,849.0,23878.4,14809.6,14560.0,9068.8,8320.0,70636.8,0.000183531412968,0.0001138278449767,0.0001119093981512,6.97035679913542e-05,6.394822751500384e-05
2018-11-17,310,192,177,123,93,895,0,18312.32,11341.824,10455.744,7265.856,5493.696,310.0,192.0,177.0,123.0,93.0,895.0,25792.0,15974.4,14726.4,10233.6,7737.6,74464.00000000001,0.0001982395052965,0.0001227805968288,0.0001131883627015,7.865631984345473e-05,5.947185158895358e-05
2018-11-18,318,144,172,99,83,816,0,18784.896,8506.367999999999,10160.384,5848.128,4902.976,318.0,144.0,172.0,99.0,83.0,816.0,26457.6,11980.8,14310.4,8236.800000000001,6905.6,67891.20000000001,0.0002033553634977,9.208544762160556e-05,0.0001099909513258,6.330874523985382e-05,5.30770288374532e-05
2018-11-19,219,126,115,88,65,613,0,12936.767999999998,7443.071999999999,6793.28,5198.335999999999,3839.68,219.0,126.0,115.0,87.99999999999999,65.0,613.0,18220.8,10483.2,9568.0,7321.6,5408.0,51001.6,0.0001400466182578,8.057476666890485e-05,7.354046164225442e-05,5.627444021320338e-05,4.15663478847525e-05
2018-11-20,196,103,108,87,54,548,0,11578.112,6084.415999999999,6379.776,5139.263999999999,3189.888,196.0,103.0,108.0,87.0,54.0,548.0,16307.2,8569.6,8985.6,7238.400000000001,4492.8,45593.600000000006,0.0001253385259294,6.586667434045397e-05,6.906408571620416e-05,5.563495793805335e-05,3.453204285810208e-05
2018-11-21,241,151,105,108,79,684,0,14236.352,8919.872,6202.56,6379.776,4666.688,241.00000000000003,151.0,105.0,108.0,79.0,684.0,20051.2,12563.2,8736.0,8985.6,6572.8,56908.8,0.0001541152283111,9.65618235476558e-05,6.714563889075404e-05,6.906408571620416e-05,5.051909973685304e-05
2018-11-22,296,146,128,107,67,744,0,17485.311999999998,8624.511999999999,7561.215999999999,6320.704,3957.824,296.0,146.0,128.0,107.0,67.0,744.0,24627.2,12147.2,10649.6,8902.4,5574.400000000001,61900.8,0.0001892867534444,9.336441217190562e-05,8.185373121920493e-05,6.842460344105412e-05,4.284531243505258e-05
2018-11-23,357,188,157,123,73,898,0,21088.704,11105.536,9274.304,7265.856,4312.255999999999,357.0,188.0,157.0,123.0,73.0,898.0,29702.4,15641.6,13062.4,10233.6,6073.6,74713.6,0.0002282951722285,0.0001202226677282,0.0001003987171985,7.865631984345473e-05,4.668220608595281e-05
2018-11-24,362,186,163,117,95,923,0,21384.064,10987.392,9628.736,6911.423999999999,5611.839999999999,362.0,186.0,163.0,117.0,95.0,923.0,30118.4,15475.2,13561.6,9734.4,7904.0,76793.6,0.0002314925836043,0.0001189437031779,0.0001042356108494,7.481942619255449e-05,6.075081613925365e-05
2018-11-25,326,129,122,110,69,756,0,19257.472,7620.288,7206.784,6497.919999999999,4075.968,326.0,129.0,122.0,110.0,69.0,756.0,27123.2,10732.8,10150.4,9152.0,5740.8,62899.2,0.0002084712216989,8.249321349435496e-05,7.801683756830469e-05,7.034305026650423e-05,4.4124276985352656e-05
2018-11-26,259,141,121,94,65,680,0,15299.648,8329.152,7147.712,5552.768,3839.68,259.0,141.0,121.0,94.0,65.0,680.0,21548.8,11731.2,10067.2,7820.8,5408.0,56576.0,0.0001656259092638,9.016700079615542e-05,7.737735529315465e-05,6.0111333864103614e-05,4.15663478847525e-05
2018-11-27,191,124,82,69,45,511,0,11282.752,7324.928,4843.904,4075.968,2658.24,191.0,124.0,82.0,69.0,45.0,511.0,15891.2,10316.8,6822.400000000001,5740.8,3744.0,42515.2,0.0001221411145536,7.929580211860478e-05,5.243754656230316e-05,4.4124276985352656e-05,2.877670238175173e-05
2018-11-28,246,180,132,107,71,736,0,14531.712,10632.96,7797.503999999999,6320.704,4194.112,246.0,180.0,132.0,107.0,71.0,736.0,20467.2,14976.0,10982.4,8902.4,5907.2,61235.2,0.0001573126396869,0.000115106809527,8.441166031980508e-05,6.842460344105412e-05,4.540324153565273e-05
2018-11-29,298,169,124,114,85,790,0,17603.456,9983.168,7324.928,6734.208,5021.12,298.0,169.0,124.0,114.0,85.0,790.0,24793.6,14060.8,10316.8,9484.8,7072.0,65728.0,0.0001905657179947,0.0001080725045003,7.929580211860478e-05,7.290097936710439e-05,5.435599338775327e-05
2018-11-30,322,194,161,127,78,882,0,19021.184,11459.968,9510.592,7502.143999999999,4607.616,322.0,194.0,161.0,127.0,78.0,882.0,26790.4,16140.8,13395.2,10566.4,6489.6,73382.40000000001,0.0002059132925983,0.0001240595613791,0.0001029566462991,8.121424894405488e-05,4.9879617461703005e-05
2018-12-01,326,178,170,130,92,896,0,19257.472,10514.816,10042.24,7679.36,5434.624,326.0,178.0,170.0,130.0,92.0,896.0,27123.2,14809.6,14144.0,10816.0,7654.400000000001,74547.2,0.0002084712216989,0.0001138278449767,0.0001087119867755,8.3132695769505e-05,5.883236931380354e-05
2018-12-02,266,149,118,100,54,687,0,15713.151999999998,8801.728,6970.495999999999,5907.2,3189.888,266.0,149.0,118.0,100.0,54.0,687.0,22131.2,12396.8,9817.6,8320.0,4492.8,57158.4,0.0001701022851899,9.528285899735574e-05,7.545890846770454e-05,6.394822751500384e-05,3.453204285810208e-05
2018-12-03,239,147,108,92,62,648,0,14118.208,8683.583999999999,6379.776,5434.624,3662.464,239.0,147.0,108.0,92.0,62.0,648.0,19884.8,12230.4,8985.6,7654.400000000001,5158.400000000001,53913.6,0.0001528362637608,9.400389444705563e-05,6.906408571620416e-05,5.883236931380354e-05,3.964790105930239e-05
2018-12-04,192,89,99,88,51,519,0,11341.824,5257.407999999999,5848.128,5198.335999999999,3012.672,192.0,89.0,99.0,88.0,51.0,519.0,15974.4,7404.8,8236.800000000001,7321.6,4243.2,43180.8,0.0001227805968288,5.691392248835342e-05,6.330874523985382e-05,5.627444021320338e-05,3.261359603265196e-05
2018-12-05,271,140,138,84,62,695,0,16008.512,8270.08,8151.936,4962.048,3662.464,271.0,140.0,138.0,84.0,62.0,695.0,22547.2,11648.0,11481.6,6988.8,5158.400000000001,57824.0,0.0001732996965656,8.952751852100539e-05,8.824855397070531e-05,5.371651111260323e-05,3.964790105930239e-05
2018-12-06,271,129,122,111,71,704,0,16008.512,7620.288,7206.784,6556.991999999999,4194.112,271.0,129.0,122.0,111.0,71.0,704.0,22547.2,10732.8,10150.4,9235.2,5907.2,58572.8,0.0001732996965656,8.249321349435496e-05,7.801683756830469e-05,7.098253254165428e-05,4.540324153565273e-05
2018-12-07,265,197,138,107,89,796,0,15654.079999999998,11637.184,8151.936,6320.704,5257.407999999999,265.0,197.0,138.0,107.0,89.0,796.0,22048.0,16390.4,11481.6,8902.4,7404.8,66227.2,0.0001694628029147,0.0001259780082045,8.824855397070531e-05,6.842460344105412e-05,5.691392248835342e-05
2018-12-08,333,159,156,116,94,858,0,19670.976,9392.448,9215.232,6852.352,5552.768,333.0,159.0,156.0,116.0,94.0,858.0,27705.6,13228.8,12979.2,9651.2,7820.8,71385.6,0.0002129475976249,0.0001016776817488,9.9759234923406e-05,7.417994391740447e-05,6.0111333864103614e-05
2018-12-09,213,138,126,102,73,652,0,12582.336,8151.936,7443.071999999999,6025.343999999999,4312.255999999999,213.0,138.0,126.0,102.0,73.0,652.0,17721.600000000002,11481.6,10483.2,8486.4,6073.6,54246.40000000001,0.0001362097246069,8.824855397070531e-05,8.057476666890485e-05,6.522719206530392e-05,4.668220608595281e-05
2018-12-10,226,132,110,84,60,612,0,13350.272,7797.503999999999,6497.919999999999,4962.048,3544.32,226.0,132.0,110.0,84.00000000000001,60.0,612.0,18803.2,10982.4,9152.0,6988.8,4992.0,50918.4,0.0001445229941839,8.441166031980508e-05,7.034305026650423e-05,5.371651111260323e-05,3.836893650900231e-05
2018-12-11,174,114,91,72,43,494,0,10278.527999999998,6734.208,5375.552,4253.183999999999,2540.096,174.0,114.0,91.0,72.0,43.0,494.0,14476.8,9484.8,7571.2,5990.400000000001,3577.6,41100.8,0.0001112699158761,7.290097936710439e-05,5.8192887038653496e-05,4.6042723810802775e-05,2.749773783145165e-05
2018-12-12,205,116,89,76,59,545,0,12109.759999999998,6852.352,5257.407999999999,4489.472,3485.248,205.0,116.0,89.0,76.0,59.0,545.0,17056.0,9651.2,7404.8,6323.2,4908.8,45344.0,0.0001310938664057,7.417994391740447e-05,5.691392248835342e-05,4.860065291140293e-05,3.772945423385227e-05
2018-12-13,259,157,122,127,68,733,0,15299.648,9274.304,7206.784,7502.143999999999,4016.896,259.0,157.0,122.0,127.0,68.0,733.0,21548.8,13062.4,10150.4,10566.4,5657.6,60985.6,0.0001656259092638,0.0001003987171985,7.801683756830469e-05,8.121424894405488e-05,4.348479471020262e-05
2018-12-14,303,194,132,94,79,802,0,17898.816,11459.968,7797.503999999999,5552.768,4666.688,303.0,194.0,132.0,94.0,79.0,802.0,25209.6,16140.8,10982.4,7820.8,6572.8,66726.40000000001,0.0001937631293704,0.0001240595613791,8.441166031980508e-05,6.0111333864103614e-05,5.051909973685304e-05
2018-12-15,302,195,187,118,76,878,0,17839.744,11519.04,11046.464,6970.495999999999,4489.472,302.0,195.0,187.0,118.0,76.0,878.0,25126.4,16224.0,15558.4,9817.6,6323.2,73049.6,0.0001931236470953,0.0001246990436542,0.000119583185453,7.545890846770454e-05,4.860065291140293e-05
2018-12-16,259,133,130,105,79,706,0,15299.648,7856.575999999999,7679.36,6202.56,4666.688,259.0,133.0,130.0,105.0,79.0,706.0,21548.8,11065.6,10816.0,8736.0,6572.8,58739.2,0.0001656259092638,8.505114259495511e-05,8.3132695769505e-05,6.714563889075404e-05,5.051909973685304e-05
2018-12-17,203,122,96,89,61,571,0,11991.616,7206.784,5670.911999999999,5257.407999999999,3603.392,203.0,122.0,96.0,89.0,61.0,571.0,16889.600000000002,10150.4,7987.200000000001,7404.8,5075.2,47507.2,0.0001298149018554,7.801683756830469e-05,6.13902984144037e-05,5.691392248835342e-05,3.9008418784152345e-05
2018-12-18,157,83,76,62,48,426,0,9274.304,4902.976,4489.472,3662.464,2835.456,157.0,83.0,76.0,61.99999999999999,48.0,426.0,13062.4,6905.6,6323.2,5158.400000000001,3993.6,35443.200000000004,0.0001003987171985,5.30770288374532e-05,4.860065291140293e-05,3.964790105930239e-05,3.069514920720185e-05
2018-12-19,209,126,99,74,58,566,0,12346.048,7443.071999999999,5848.128,4371.328,3426.176,209.0,126.0,99.0,74.00000000000001,58.00000000000001,566.0,17388.8,10483.2,8236.800000000001,6156.8,4825.6,47091.2,0.0001336517955063,8.057476666890485e-05,6.330874523985382e-05,4.732168836110285e-05,3.7089971958702233e-05
2018-12-20,261,157,157,93,79,747,0,15417.792,9274.304,9274.304,5493.696,4666.688,261.0,157.0,157.0,93.0,79.0,747.0,21715.2,13062.4,13062.4,7737.6,6572.8,62150.4,0.0001669048738141,0.0001003987171985,0.0001003987171985,5.947185158895358e-05,5.051909973685304e-05
2018-12-21,272,194,130,122,95,813,0,16067.584,11459.968,7679.36,7206.784,5611.839999999999,272.0,194.0,130.0,122.0,95.0,813.0,22630.4,16140.8,10816.0,10150.4,7904.0,67641.6,0.0001739391788408,0.0001240595613791,8.3132695769505e-05,7.801683756830469e-05,6.075081613925365e-05
2018-12-22,355,202,145,147,111,960,0,20970.56,11932.544,8565.439999999999,8683.583999999999,6556.991999999999,355.0,202.0,145.0,147.0,111.0,960.0,29536.0,16806.4,12064.0,12230.4,9235.2,79872.0,0.0002270162076782,0.0001291754195803,9.272492989675556e-05,9.400389444705563e-05,7.098253254165428e-05
2018-12-23,333,197,152,138,82,902,0,19670.976,11637.184,8978.944,8151.936,4843.904,333.0,197.0,152.0,138.0,82.0,902.0,27705.6,16390.4,12646.4,11481.6,6822.400000000001,75046.4,0.0002129475976249,0.0001259780082045,9.720130582280583e-05,8.824855397070531e-05,5.243754656230316e-05
2018-12-24,282,185,121,126,86,800,0,16658.304,10928.32,7147.712,7443.071999999999,5080.192,282.0,185.0,121.0,126.0,86.0,800.0,23462.4,15392.0,10067.2,10483.2,7155.2,66560.0,0.0001803340015923,0.0001183042209027,7.737735529315465e-05,8.057476666890485e-05,5.49954756629033e-05
2018-12-25,260,129,149,112,68,718,0,15358.72,7620.288,8801.728,6616.063999999999,4016.896,260.0,129.0,149.0,112.0,68.0,718.0,21632.0,10732.8,12396.8,9318.4,5657.6,59737.600000000006,0.000166265391539,8.249321349435496e-05,9.528285899735574e-05,7.16220148168043e-05,4.348479471020262e-05
2018-12-26,287,181,133,103,76,780,0,16953.663999999997,10692.032,7856.575999999999,6084.415999999999,4489.472,287.0,181.0,133.0,103.0,76.0,780.0,23878.4,15059.2,11065.6,8569.6,6323.2,64896.0,0.000183531412968,0.0001157462918021,8.505114259495511e-05,6.586667434045397e-05,4.860065291140293e-05
2018-12-27,299,129,143,107,92,770,0,17662.528,7620.288,8447.296,6320.704,5434.624,299.0,129.0,143.0,107.0,92.0,770.0,24876.8,10732.8,11897.6,8902.4,7654.400000000001,64064.0,0.0001912052002698,8.249321349435496e-05,9.14459653464555e-05,6.842460344105412e-05,5.883236931380354e-05
2018-12-28,330,225,178,138,104,975,0,19493.76,13291.2,10514.816,8151.936,6143.487999999999,330.0,225.0,178.0,138.0,104.0,975.0,27456.0,18720.0,14809.6,11481.6,8652.800000000001,81120.0,0.0002110291507995,0.0001438835119087,0.0001138278449767,8.824855397070531e-05,6.6506156615604e-05
2018-12-29,452,276,205,132,0,"1,065",0,26700.544,16303.872,12109.759999999998,7797.503999999999,0.0,452.0,276.0,205.0,132.0,0.0,927.0,37606.4,22963.2,17056.0,10982.4,0.0,88608.0,0.0002890459883678,0.0001764971079414,0.0001310938664057,8.441166031980508e-05,0.0
2018-12-30,316,189,173,122,80,880,0,18666.752,11164.607999999998,10219.456,7206.784,4725.759999999999,316.0,189.0,173.0,122.0,80.0,880.0,26291.2,15724.8,14393.6,10150.4,6656.0,73216.0,0.0002020763989474,0.0001208621500033,0.0001106304336009,7.801683756830469e-05,5.115858201200308e-05
2018-12-31,351,165,120,79,80,795,0,20734.272,9746.88,7088.639999999999,4666.688,4725.759999999999,351.0,165.0,120.0,79.0,80.0,795.0,29203.2,13728.0,9984.0,6572.8,6656.0,66144.0,0.0002244582785776,0.0001055145753997,7.673787301800462e-05,5.051909973685304e-05,5.115858201200308e-05
2019-01-01,239,148,121,87,76,671,0,14118.208,8742.655999999999,7147.712,5139.263999999999,4489.472,239.0,148.0,121.0,87.0,76.0,671.0,19884.8,12313.6,10067.2,7238.400000000001,6323.2,55827.2,0.0001528362637608,9.46433767222057e-05,7.737735529315465e-05,5.563495793805335e-05,4.860065291140293e-05
2019-01-02,366,196,129,110,69,870,0,21620.352,11578.112,7620.288,6497.919999999999,4075.968,366.0,196.0,129.0,110.0,69.0,870.0,30451.2,16307.2,10732.8,9152.0,5740.8,72384.00000000001,0.0002340505127049,0.0001253385259294,8.249321349435496e-05,7.034305026650423e-05,4.4124276985352656e-05
2019-01-03,306,171,159,112,82,830,0,18076.032,10101.312,9392.448,6616.063999999999,4843.904,306.0,171.0,159.0,112.0,82.0,830.0,25459.2,14227.2,13228.8,9318.4,6822.400000000001,69056.0,0.0001956815761959,0.0001093514690506,0.0001016776817488,7.16220148168043e-05,5.243754656230316e-05
2019-01-04,380,211,182,138,102,"1,013",0,22447.36,12464.192,10751.104,8151.936,6025.343999999999,380.0,211.0,182.0,138.0,102.0,826.0,31616.0,17555.2,15142.4,11481.6,8486.4,84281.59999999999,0.000243003264557,0.0001349307600566,0.0001163857740773,8.824855397070531e-05,6.522719206530392e-05
2019-01-05,409,208,178,132,109,"1,036",0,24160.448,12286.976,10514.816,7797.503999999999,6438.848,409.0,208.00000000000003,178.0,132.0,109.0,822.0,34028.8,17305.600000000002,14809.6,10982.4,9068.8,86195.20000000001,0.0002615482505363,0.0001330123132312,0.0001138278449767,8.441166031980508e-05,6.97035679913542e-05
2019-01-06,280,165,156,125,93,819,0,16540.16,9746.88,9215.232,7383.999999999999,5493.696,280.0,165.0,156.0,125.0,93.0,819.0,23296.0,13728.0,12979.2,10400.0,7737.6,68140.8,0.000179055037042,0.0001055145753997,9.9759234923406e-05,7.99352843937548e-05,5.947185158895358e-05
