date,english,german,french,italian,spanish,total,,year 
5/6/2018,433,227,219,162,113,"1,154",,
5/7/2018,421,194,171,147,99,"1,032",,
5/8/2018,335,211,166,122,90,924,,
5/9/2018,474,243,196,169,152,"1,234",,
5/10/2018,439,307,254,203,148,"1,351",,
5/11/2018,542,291,225,195,147,"1,400",,
5/12/2018,666,256,261,239,166,"1,588",,
5/13/2018,494,275,200,158,117,"1,244",,
5/14/2018,298,178,155,120,84,835,,
5/15/2018,263,181,173,141,72,830,,
5/16/2018,379,245,205,141,86,"1,056",,
5/17/2018,399,258,234,155,128,"1,174",,
5/18/2018,599,306,263,250,180,"1,598",,
5/19/2018,530,292,272,248,147,"1,489",,
5/20/2018,439,256,220,172,139,"1,226",,
5/21/2018,454,269,221,179,132,"1,255",,
5/22/2018,393,203,196,136,87,"1,015",,
5/23/2018,519,233,237,171,135,"1,295",,
5/24/2018,409,261,218,173,118,"1,179",,
5/25/2018,407,226,220,171,125,"1,149",,
5/26/2018,444,189,208,166,107,"1,114",,
5/27/2018,389,208,152,133,91,973,,
5/28/2018,366,197,175,162,114,"1,014",,
5/29/2018,358,229,192,140,85,"1,004",,
5/30/2018,462,244,224,153,123,"1,206",,
5/31/2018,597,283,274,198,122,"1,474",,
6/1/2018,687,347,294,248,149,"1,725",,
6/2/2018,714,388,361,231,200,"1,894",,
6/3/2018,419,243,295,173,131,"1,261",,
6/4/2018,311,179,193,132,87,902,,
6/5/2018,229,168,131,103,74,705,,
6/6/2018,355,242,186,139,128,"1,050",,
6/7/2018,439,250,232,182,132,"1,235",,
6/8/2018,584,317,252,176,133,"1,462",,
6/9/2018,536,264,219,234,142,"1,395",,
6/10/2018,392,261,207,142,119,"1,121",,
6/11/2018,345,237,158,139,98,977,,
6/12/2018,339,232,207,159,105,"1,042",,
6/13/2018,445,306,247,182,131,"1,311",,
6/14/2018,520,330,272,185,165,"1,472",,
6/15/2018,726,387,322,282,198,"1,915",,
6/16/2018,591,393,280,206,146,"1,616",,
6/17/2018,439,306,237,181,133,"1,296",,
6/18/2018,429,191,202,177,97,"1,096",,
6/19/2018,305,178,174,110,84,851,,
6/20/2018,374,218,146,137,99,974,,
6/21/2018,498,231,208,177,128,"1,242",,
6/22/2018,395,309,208,177,128,"1,217",,
6/23/2018,555,284,251,195,157,"1,442",,
6/24/2018,429,214,200,148,119,"1,110",,
6/25/2018,387,216,170,157,99,"1,029",,
6/26/2018,319,208,184,127,0,838,,
6/27/2018,365,217,179,123,84,968,,
6/28/2018,334,252,171,158,114,"1,029",,
6/29/2018,481,274,247,175,147,"1,324",,
6/30/2018,532,286,282,204,163,"1,467",,
7/1/2018,385,263,198,185,129,"1,160",,
7/2/2018,449,249,214,178,106,"1,196",,
7/3/2018,399,194,161,143,96,993,,
7/4/2018,437,225,184,187,131,"1,164",,
7/5/2018,444,294,235,181,138,"1,292",,
7/6/2018,571,290,244,156,122,"1,383",,
7/7/2018,604,436,289,222,152,"1,703",,
7/8/2018,549,243,233,152,136,"1,313",,
7/9/2018,405,194,194,160,102,"1,055",,
7/10/2018,309,193,151,121,99,873,,
7/11/2018,440,233,202,146,132,"1,153",,
7/12/2018,403,237,236,151,112,"1,139",,
7/13/2018,451,297,250,184,150,"1,332",,
7/14/2018,564,254,344,264,137,"1,563",,
7/15/2018,471,292,270,163,140,"1,336",,
7/16/2018,429,233,206,137,109,"1,114",,
7/17/2018,367,213,176,143,68,967,,
7/18/2018,444,240,202,166,110,"1,162",,
7/19/2018,477,249,254,175,109,"1,264",,
7/20/2018,448,297,260,178,142,"1,325",,
7/21/2018,464,352,257,211,168,"1,452",,
7/22/2018,395,210,216,159,114,"1,094",,
7/23/2018,410,223,203,174,93,"1,103",,
7/24/2018,359,171,163,124,88,905,,
7/25/2018,432,277,202,200,131,"1,242",,
7/26/2018,498,277,247,187,131,"1,340",,
7/27/2018,508,329,301,231,135,"1,504",,
7/28/2018,655,313,281,195,187,"1,631",,
7/29/2018,429,264,195,159,96,"1,143",,
7/30/2018,415,208,184,147,101,"1,055",,
7/31/2018,324,217,179,139,93,952,,
8/1/2018,425,209,179,142,104,"1,059",,
8/2/2018,391,260,218,156,107,"1,132",,
